Destination.City,Orgin.City,Satisfaction,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,No.of.Flights.p.a.,X..of.Flight.with.other.Airlines,Type.of.Travel,No..of.other.Loyalty.Cards,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Airline.Code,Airline.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Arrival.Delay.greater.5.Mins,olong,olat,dlong,dlat
"Houston, TX","Mobile, AL",4,Gold,34,Female,2,2004,28,15,Business travel,2,0,165,Eco,24,2/24/14,EV,FlyFast Airways Inc.,Alabama,Texas,15,8,19,No,88,427,yes,-88.163457,30.667396,-95.393531,29.784308
"Chicago, IL","Milwaukee, WI",2,Blue,80,Female,2,2003,29,10,Personal Travel,0,0,125,Eco,11,1/11/14,OO,Northwest Business Airlines Inc.,Wisconsin,Illinois,13,0,0,No,23,67,no,-88.100492,43.055654,-87.895427,41.827126
"Atlanta, GA","San Antonio, TX",4,Gold,52,Female,1,2011,11,16,Mileage tickets,1,72,30,Eco,9,2/9/14,DL,Sigma Airlines Inc.,Texas,Georgia,6,0,0,No,104,874,no,-98.475376,29.514399,-84.331858,33.824102
"Los Angeles, CA","Las Vegas, NV",2,Blue,54,Female,1,2007,51,8,Business travel,0,0,60,Eco,26,2/26/14,WN,Cheapseats Airlines Inc.,Nevada,California,18,3,0,No,45,236,no,-115.167218,36.134893,-118.104332,33.982668
"Syracuse, NY","Chicago, IL",4,Blue,42,Female,1,2003,21,11,Mileage tickets,1,0,80,Eco,7,3/7/14,MQ,EnjoyFlying Air Services,Illinois,New York,13,0,0,No,82,607,no,-87.895427,41.827126,-76.164008,43.090425
"Minneapolis, MN","Billings, MT",3,Blue,53,Female,1,2006,13,2,Personal Travel,0,0,120,Eco,28,1/28/14,OO,Northwest Business Airlines Inc.,Montana,Minnesota,6,0,0,No,100,748,no,-108.53184,45.79132,-93.2798,44.978156
"Detroit, MI","Huntsville, AL",4,Blue,27,Female,1,2007,3,24,Business travel,1,0,60,Eco,31,3/31/14,EV,FlyFast Airways Inc.,Alabama,Michigan,17,0,0,No,81,554,no,-86.639233,34.741669,-83.227554,42.490005
"Houston, TX","Washington, DC",5,Gold,49,Female,2,2012,13,31,Business travel,1,7,75,Eco,6,2/6/14,OU,Oursin Airlines Inc.,Virginia,Texas,8,22,36,No,202,1190,yes,-77.18974,38.897394,-95.393531,29.784308
"Richmond, VA","New York, NY",2,Gold,80,Female,1,2008,27,7,Personal Travel,0,45,40,Eco,25,2/25/14,EV,FlyFast Airways Inc.,New York,Virginia,10,123,106,No,62,292,yes,-73.970221,40.718357,-77.487983,37.477942
"Roanoke, VA","Atlanta, GA",4,Blue,62,Female,1,2009,5,5,Business travel,0,0,50,Eco,16,3/16/14,EV,FlyFast Airways Inc.,Georgia,Virginia,12,108,96,No,51,357,yes,-84.331858,33.824102,-79.976293,37.290783
"Atlanta, GA","Wilmington, NC",4,Blue,26,Female,2,2006,25,8,Business travel,0,0,130,Business,26,3/26/14,EV,FlyFast Airways Inc.,North Carolina,Georgia,17,0,0,No,65,377,no,-77.896334,34.216582,-84.331858,33.824102
"Salt Lake City, UT","Las Vegas, NV",4,Silver,34,Male,2,2003,20,6,Business travel,2,5,20,Eco,24,1/24/14,OO,Northwest Business Airlines Inc.,Nevada,Utah,6,0,0,No,56,368,no,-115.167218,36.134893,-111.929515,40.640838
"Atlanta, GA","Tallahassee, FL",1,Blue,34,Female,1,2005,13,36,Personal Travel,2,35,35,Eco,4,2/4/14,EV,FlyFast Airways Inc.,Florida,Georgia,11,49,47,No,43,223,yes,-84.268852999999993,30.473181,-84.331858,33.824102
"Denver, CO","Cleveland, OH",4,Blue,50,Female,1,2004,4,7,Business travel,0,10,30,Eco Plus,11,1/11/14,OU,Oursin Airlines Inc.,Ohio,Colorado,9,0,0,No,169,1201,no,-81.605443,41.443638,-104.955096,39.710774
"Wichita, KS","Chicago, IL",4,Silver,43,Male,1,2003,19,1,Business travel,0,45,45,Eco,12,2/12/14,MQ,EnjoyFlying Air Services,Illinois,Kansas,15,0,0,No,85,588,no,-87.895427,41.827126,-97.327333,37.679735
"Indianapolis, IN","Houston, TX",4,Blue,23,Female,1,2012,30,10,Business travel,0,0,60,Eco,26,2/26/14,OO,Northwest Business Airlines Inc.,Texas,Indiana,16,41,33,No,104,844,yes,-95.393531,29.784308,-86.145521,39.811262
"Pittsburgh, PA","Baltimore, MD",3,Blue,16,Female,1,2007,9,3,Business travel,2,0,60,Eco,17,3/17/14,WN,Cheapseats Airlines Inc.,Maryland,Pennsylvania,21,32,33,No,42,210,yes,-76.64776,39.234099,-79.951005,40.456961
"Atlanta, GA","Memphis, TN",4,Blue,17,Male,2,2006,20,10,Mileage tickets,2,185,60,Eco,22,1/22/14,DL,Sigma Airlines Inc.,Tennessee,Georgia,16,0,0,No,48,332,no,-89.917857,35.095071,-84.331858,33.824102
"Atlanta, GA","Miami, FL",5,Blue,39,Female,1,2008,5,5,Business travel,2,20,125,Eco,23,3/23/14,AA,Paul Smith Airlines Inc.,Florida,Georgia,19,1,0,No,90,594,no,-80.231428,26.175616,-84.331858,33.824102
"Oklahoma City, OK","Chicago, IL",2,Blue,21,Male,1,2003,17,2,Business travel,0,0,0,Eco Plus,9,1/9/14,MQ,EnjoyFlying Air Services,Illinois,Oklahoma,14,32,155,No,114,693,yes,-87.895427,41.827126,-97.524305,35.504826
"Chicago, IL","Phoenix, AZ",4,Blue,41,Female,1,2004,17,10,Business travel,0,30,345,Eco,10,3/10/14,US,Southeast Airlines Co.,Arizona,Illinois,12,0,1,No,173,1440,no,-111.970041,33.494067,-87.895427,41.827126
"Kansas City, MO","Denver, CO",3,Blue,31,Female,2,2003,5,4,Business travel,2,50,25,Eco,17,2/17/14,WN,Cheapseats Airlines Inc.,Colorado,Missouri,14,44,36,No,71,533,yes,-104.955096,39.710774,-94.594897,39.039792
"Akron, OH","Atlanta, GA",4,Blue,46,Female,1,2011,16,11,Mileage tickets,1,40,15,Eco,30,1/30/14,DL,Sigma Airlines Inc.,Georgia,Ohio,20,NA,NA,Yes,NA,528,no,-84.331858,33.824102,-81.491897,41.066225
"Cleveland, OH","Milwaukee, WI",3,Silver,70,Female,1,2010,41,7,Personal Travel,0,0,65,Eco,28,3/28/14,EV,FlyFast Airways Inc.,Wisconsin,Ohio,18,0,0,No,49,328,no,-88.100492,43.055654,-81.605443,41.443638
"Atlanta, GA","Tampa, FL",4,Blue,54,Female,1,2005,16,10,Business travel,0,0,60,Eco,5,2/5/14,DL,Sigma Airlines Inc.,Florida,Georgia,16,2,2,No,67,406,no,-82.513188,28.006247,-84.331858,33.824102
"Los Angeles, CA","Portland, OR",4,Gold,36,Female,2,2007,19,9,Business travel,1,150,95,Eco,15,2/15/14,OO,Northwest Business Airlines Inc.,Oregon,California,11,0,10,No,122,834,yes,-122.651087,45.520404,-118.104332,33.982668
"Minneapolis, MN","Hartford, CT",4,Blue,56,Male,1,2003,10,4,Business travel,0,0,150,Eco,19,3/19/14,DL,Sigma Airlines Inc.,Connecticut,Minnesota,6,0,0,No,150,1050,no,-72.69883,41.740122,-93.2798,44.978156
"Washington, DC","Miami, FL",4,Blue,28,Female,1,2003,13,13,Business travel,2,5,39,Eco,2,2/2/14,AA,Paul Smith Airlines Inc.,Florida,Virginia,11,0,0,No,120,921,no,-80.231428,26.175616,-77.18974,38.897394
"Washington, DC","Milwaukee, WI",4,Blue,28,Female,1,2003,13,2,Business travel,4,40,135,Eco,15,2/15/14,FL,FlyHere Airways,Wisconsin,Virginia,10,0,3,No,89,634,no,-88.100492,43.055654,-77.18974,38.897394
"Houston, TX","Monroe, LA",3,Silver,47,Female,2,2007,18,11,Business travel,1,0,135,Eco,15,1/15/14,EV,FlyFast Airways Inc.,Louisiana,Texas,15,0,0,No,43,262,no,-92.11725,32.520969,-95.393531,29.784308
"Chicago, IL","Boston, MA",3,Blue,16,Female,2,2008,29,2,Personal Travel,1,0,13,Eco,29,1/29/14,WN,Cheapseats Airlines Inc.,Massachusetts,Illinois,6,0,0,No,143,861,no,-71.140708,42.373132,-87.895427,41.827126
"Seattle, WA","New York, NY",4,Blue,49,Male,1,2010,22,4,Business travel,0,35,55,Eco,27,3/27/14,B6,OnlyJets Airlines Inc.,New York,Washington,17,0,0,No,328,2422,no,-73.970221,40.718357,-122.274661,47.468409
"Tulsa, OK","Houston, TX",3,Blue,67,Female,1,2012,27,10,Personal Travel,0,0,10,Eco Plus,29,1/29/14,EV,FlyFast Airways Inc.,Texas,Oklahoma,15,0,0,No,71,429,no,-95.393531,29.784308,-95.901334,36.105449
"Missoula, MT","Salt Lake City, UT",4,Blue,52,Male,1,2007,3,5,Business travel,3,0,20,Eco,11,1/11/14,OO,Northwest Business Airlines Inc.,Utah,Montana,15,0,0,No,66,436,no,-111.929515,40.640838,-114.034222,46.87396
"Washington, DC","Miami, FL",2,Blue,33,Male,1,2003,9,8,Business travel,1,20,67,Eco,22,3/22/14,AA,Paul Smith Airlines Inc.,Florida,Virginia,6,0,2,No,126,919,no,-80.231428,26.175616,-77.18974,38.897394
"Chattanooga, TN","Atlanta, GA",4,Blue,37,Male,1,2005,3,5,Business travel,3,95,165,Eco,4,2/4/14,DL,Sigma Airlines Inc.,Georgia,Tennessee,19,2,2,No,25,106,no,-84.331858,33.824102,-85.210372,35.058501
"Atlanta, GA","Dallas, TX",3,Silver,75,Female,1,2011,46,1,Personal Travel,0,0,70,Eco Plus,27,2/27/14,EV,FlyFast Airways Inc.,Texas,Georgia,7,26,16,No,95,721,yes,-96.972001,32.812727,-84.331858,33.824102
"Phoenix, AZ","Kahului, HI",2,Blue,80,Female,1,2010,51,10,Personal Travel,0,0,85,Eco,31,1/31/14,US,Southeast Airlines Co.,Hawaii,Arizona,22,0,0,No,308,2845,no,-156.477892,20.886428,-111.970041,33.494067
"Buffalo, NY","Chicago, IL",3,Blue,71,Female,1,2004,30,9,Personal Travel,0,0,105,Eco,1,3/1/14,EV,FlyFast Airways Inc.,Illinois,New York,8,0,0,No,64,473,no,-87.895427,41.827126,-78.823675,42.92493
"Chicago, IL","Evansville, IN",3,Blue,17,Female,2,2005,31,2,Mileage tickets,2,15,3,Eco Plus,28,2/28/14,MQ,EnjoyFlying Air Services,Indiana,Illinois,6,0,0,No,59,273,no,-87.537393,37.978539,-87.895427,41.827126
"Philadelphia, PA","Chicago, IL",3,Blue,63,Female,1,2009,4,3,Business travel,0,125,60,Eco,17,2/17/14,WN,Cheapseats Airlines Inc.,Illinois,Pennsylvania,7,20,13,No,88,668,yes,-87.895427,41.827126,-75.298163,39.973331
"Houston, TX","Oklahoma City, OK",4,Blue,46,Female,2,2008,8,8,Business travel,0,0,100,Business,11,1/11/14,OO,Northwest Business Airlines Inc.,Oklahoma,Texas,13,0,0,No,57,395,no,-97.524305,35.504826,-95.393531,29.784308
"Hartford, CT","Atlanta, GA",4,Blue,36,Male,2,2006,19,2,Business travel,0,0,40,Eco,24,2/24/14,DL,Sigma Airlines Inc.,Georgia,Connecticut,9,0,0,No,106,859,no,-84.331858,33.824102,-72.69883,41.740122
"Atlanta, GA","Denver, CO",4,Blue,40,Male,1,2004,12,8,Mileage tickets,0,30,25,Eco Plus,21,2/21/14,DL,Sigma Airlines Inc.,Colorado,Georgia,6,0,0,No,132,1199,no,-104.955096,39.710774,-84.331858,33.824102
"Atlanta, GA","Charlotte, NC",4,Silver,37,Female,1,2007,17,28,Business travel,4,0,80,Eco,10,1/10/14,DL,Sigma Airlines Inc.,North Carolina,Georgia,14,53,56,No,49,226,yes,-80.815826,35.249654,-84.331858,33.824102
"Salt Lake City, UT","Twin Falls, ID",4,Gold,43,Female,1,2012,27,25,Business travel,2,90,95,Eco,24,2/24/14,OO,Northwest Business Airlines Inc.,Idaho,Utah,6,0,0,No,33,175,no,-114.454128,42.561528,-111.929515,40.640838
"Waterloo, IA","Chicago, IL",4,Blue,39,Female,1,2010,6,2,Business travel,1,10,75,Eco Plus,23,3/23/14,MQ,EnjoyFlying Air Services,Illinois,Iowa,19,6,0,No,44,234,no,-87.895427,41.827126,-92.384177,42.495926
"Tampa, FL","Columbus, OH",4,Silver,33,Male,1,2009,1,23,Business travel,2,135,120,Eco,17,3/17/14,WN,Cheapseats Airlines Inc.,Ohio,Florida,6,0,0,No,125,829,no,-82.968532,40.021161,-82.513188,28.006247
"South Bend, IN","Chicago, IL",4,Silver,25,Female,1,2009,7,2,Business travel,0,0,55,Eco,25,2/25/14,EV,FlyFast Airways Inc.,Illinois,Indiana,18,0,0,No,20,84,no,-87.895427,41.827126,-86.201743,41.714357
"Philadelphia, PA","Orlando, FL",4,Blue,52,Female,1,2003,25,9,Business travel,0,0,70,Eco,22,2/22/14,WN,Cheapseats Airlines Inc.,Florida,Pennsylvania,10,0,0,No,122,861,no,-81.411184,28.584434,-75.298163,39.973331
"Kansas City, MO","San Francisco, CA",3,Blue,66,Male,2,2005,48,2,Personal Travel,0,5,5,Eco,31,1/31/14,OO,Northwest Business Airlines Inc.,California,Missouri,16,3,0,No,165,1499,no,-122.383287,37.754645,-94.594897,39.039792
"Seattle, WA","Los Angeles, CA",4,Gold,54,Female,1,2005,0,28,Business travel,2,15,75,Eco,23,2/23/14,OO,Northwest Business Airlines Inc.,California,Washington,19,0,0,No,138,954,no,-118.104332,33.982668,-122.274661,47.468409
"Milwaukee, WI","Baltimore, MD",4,Blue,28,Female,2,2012,19,33,Business travel,2,120,105,Eco,17,2/17/14,WN,Cheapseats Airlines Inc.,Maryland,Wisconsin,8,0,0,No,105,641,no,-76.64776,39.234099,-88.100492,43.055654
"Jacksonville, FL","Charlotte, NC",3,Blue,15,Female,1,2003,35,7,Personal Travel,5,0,10,Eco,1,2/1/14,US,Southeast Airlines Co.,North Carolina,Florida,17,0,0,No,57,328,no,-80.815826,35.249654,-81.64274,30.24014
"San Francisco, CA","Redding, CA",3,Blue,23,Female,0,2007,33,4,Business travel,0,0,105,Eco,8,1/8/14,OO,Northwest Business Airlines Inc.,California,California,14,32,32,No,62,199,yes,-122.36344,40.582188,-122.383287,37.754645
"Denver, CO","San Diego, CA",3,Blue,33,Female,1,2008,13,12,Business travel,2,0,85,Eco,10,1/10/14,WN,Cheapseats Airlines Inc.,California,Colorado,14,29,28,No,124,853,yes,-117.128799,32.928728,-104.955096,39.710774
"Austin, TX","Las Vegas, NV",4,Blue,47,Male,1,2007,17,8,Mileage tickets,0,60,40,Business,15,1/15/14,WN,Cheapseats Airlines Inc.,Nevada,Texas,8,0,0,No,147,1090,no,-115.167218,36.134893,-97.761533,30.358514
"New York, NY","Seattle, WA",4,Blue,57,Male,1,2003,12,4,Business travel,0,0,50,Eco,2,3/2/14,DL,Sigma Airlines Inc.,Washington,New York,22,16,1,No,259,2422,no,-122.274661,47.468409,-73.970221,40.718357
"Houston, TX","Boston, MA",3,Blue,49,Female,1,2003,1,10,Business travel,0,0,65,Eco Plus,5,2/5/14,OU,Oursin Airlines Inc.,Massachusetts,Texas,16,3,32,No,253,1597,yes,-71.140708,42.373132,-95.393531,29.784308
"Orlando, FL","New York, NY",1,Platinum,64,Male,1,2004,41,7,Personal Travel,0,0,50,Eco,9,3/9/14,B6,OnlyJets Airlines Inc.,New York,Florida,21,5,0,No,133,944,no,-73.970221,40.718357,-81.411184,28.584434
"Lincoln, NE","Chicago, IL",4,Blue,55,Male,1,2007,26,2,Business travel,1,0,50,Business,4,1/4/14,EV,FlyFast Airways Inc.,Illinois,Nebraska,17,22,23,No,80,466,yes,-87.895427,41.827126,-96.680368,40.807124
"Denver, CO","Des Moines, IA",4,Silver,41,Female,2,2003,34,16,Business travel,2,0,50,Eco,17,1/17/14,OU,Oursin Airlines Inc.,Iowa,Colorado,9,14,1,No,80,589,no,-93.656127,41.619352,-104.955096,39.710774
"Milwaukee, WI","Boston, MA",4,Blue,18,Male,2,2007,30,5,Business travel,3,0,60,Eco,18,2/18/14,WN,Cheapseats Airlines Inc.,Massachusetts,Wisconsin,6,6,0,No,132,860,no,-71.140708,42.373132,-88.100492,43.055654
"Houston, TX","Dallas, TX",4,Blue,24,Male,0,2005,32,4,Business travel,0,130,90,Business,18,2/18/14,WN,Cheapseats Airlines Inc.,Texas,Texas,12,0,0,No,41,239,no,-96.972001,32.812727,-95.393531,29.784308
"Chicago, IL","Watertown, NY",4,Silver,56,Female,1,2012,38,7,Personal Travel,0,0,30,Eco Plus,12,1/12/14,MQ,EnjoyFlying Air Services,New York,Illinois,17,0,0,No,114,618,no,-75.942275,43.925479,-87.895427,41.827126
"Detroit, MI","Orlando, FL",5,Silver,52,Female,1,2005,13,12,Business travel,2,15,50,Eco Plus,15,3/15/14,FL,FlyHere Airways,Florida,Michigan,18,3,0,No,132,957,no,-81.411184,28.584434,-83.227554,42.490005
"Knoxville, TN","Atlanta, GA",4,Blue,44,Female,1,2005,30,10,Business travel,1,12,30,Eco,16,3/16/14,DL,Sigma Airlines Inc.,Georgia,Tennessee,22,14,0,No,27,152,no,-84.331858,33.824102,-84.024448,35.91678
"Boston, MA","New York, NY",4,Blue,58,Male,1,2004,58,7,Business travel,0,0,45,Eco,17,1/17/14,US,Southeast Airlines Co.,New York,Massachusetts,14,0,0,No,37,184,no,-73.970221,40.718357,-71.140708,42.373132
"Fayetteville, AR","Chicago, IL",4,Silver,69,Female,1,2012,2,3,Personal Travel,0,90,45,Eco Plus,1,2/1/14,MQ,EnjoyFlying Air Services,Illinois,Arkansas,8,NA,NA,Yes,NA,522,no,-87.895427,41.827126,-94.179749,36.267419
"Atlanta, GA","Chattanooga, TN",4,Blue,41,Male,1,2005,13,2,Personal Travel,2,0,180,Eco,12,1/12/14,EV,FlyFast Airways Inc.,Tennessee,Georgia,15,0,0,No,24,106,no,-85.210372,35.058501,-84.331858,33.824102
"New Orleans, LA","New York, NY",2,Blue,62,Male,1,2003,48,8,Personal Travel,0,16,180,Eco,14,3/14/14,B6,OnlyJets Airlines Inc.,New York,Louisiana,14,0,0,No,178,1182,no,-73.970221,40.718357,-90.143683,29.954653
"El Paso, TX","Chicago, IL",2,Blue,38,Male,1,2003,11,12,Business travel,2,5,45,Eco,2,1/2/14,MQ,EnjoyFlying Air Services,Illinois,Texas,21,81,72,No,156,1236,yes,-87.895427,41.827126,-106.389031,31.780239
"Santa Fe, NM","Denver, CO",4,Blue,44,Female,2,2007,4,31,Business travel,2,35,75,Eco,16,3/16/14,EV,FlyFast Airways Inc.,Colorado,New Mexico,11,0,0,No,41,303,no,-104.955096,39.710774,-106.007638,35.64341
"Milwaukee, WI","Atlanta, GA",4,Blue,37,Male,2,2009,0,5,Business travel,2,0,5,Eco,21,2/21/14,FL,FlyHere Airways,Georgia,Wisconsin,18,NA,NA,Yes,NA,669,no,-84.331858,33.824102,-88.100492,43.055654
"Denver, CO","Minneapolis, MN",4,Blue,40,Female,1,2009,1,12,Business travel,1,25,100,Eco,26,3/26/14,F9,GoingNorth Airlines Inc.,Minnesota,Colorado,14,1,8,No,100,680,yes,-93.2798,44.978156,-104.955096,39.710774
"Orlando, FL","Providence, RI",3,Blue,67,Female,1,2003,20,3,Business travel,0,15,30,Eco,5,3/5/14,WN,Cheapseats Airlines Inc.,Rhode Island,Florida,11,11,14,No,175,1072,yes,-71.397401,41.776323,-81.411184,28.584434
"Chicago, IL","Traverse City, MI",3,Blue,58,Female,1,2009,29,6,Business travel,0,0,40,Eco,24,3/24/14,EV,FlyFast Airways Inc.,Michigan,Illinois,6,0,0,No,39,224,no,-85.624012,44.731025,-87.895427,41.827126
"Colorado Springs, CO","Denver, CO",3,Blue,56,Male,2,2011,34,9,Personal Travel,0,0,75,Eco,29,3/29/14,EV,FlyFast Airways Inc.,Colorado,Colorado,11,4,0,No,13,73,no,-104.955096,39.710774,-104.77064,38.872952
"New York, NY","Los Angeles, CA",4,Blue,34,Female,1,2005,4,16,Business travel,2,0,60,Eco Plus,20,1/20/14,DL,Sigma Airlines Inc.,California,New York,11,0,0,No,281,2475,no,-118.104332,33.982668,-73.970221,40.718357
"San Antonio, TX","Baltimore, MD",4,Blue,51,Female,1,2004,22,8,Mileage tickets,0,60,120,Eco,12,3/12/14,WN,Cheapseats Airlines Inc.,Maryland,Texas,16,24,37,No,218,1407,yes,-76.64776,39.234099,-98.475376,29.514399
"Pittsburgh, PA","Chicago, IL",4,Blue,40,Male,1,2004,1,6,Business travel,3,0,0,Eco,8,3/8/14,WN,Cheapseats Airlines Inc.,Illinois,Pennsylvania,19,24,20,No,57,402,yes,-87.895427,41.827126,-79.951005,40.456961
"Washington, DC","Atlanta, GA",2,Blue,85,Female,1,2007,20,6,Personal Travel,0,0,55,Eco,29,3/29/14,DL,Sigma Airlines Inc.,Georgia,Virginia,15,0,0,No,73,547,no,-84.331858,33.824102,-77.18974,38.897394
"Denver, CO","San Antonio, TX",2,Blue,68,Female,1,2003,34,5,Personal Travel,0,195,50,Eco Plus,11,2/11/14,WN,Cheapseats Airlines Inc.,Texas,Colorado,11,11,7,No,115,794,yes,-98.475376,29.514399,-104.955096,39.710774
"Miami, FL","Washington, DC",3,Blue,18,Male,1,2011,6,2,Personal Travel,2,0,30,Eco,11,1/11/14,AA,Paul Smith Airlines Inc.,Virginia,Florida,11,188,184,No,135,919,yes,-77.18974,38.897394,-80.231428,26.175616
"Los Angeles, CA","Baltimore, MD",4,Blue,19,Female,0,2010,16,31,Business travel,3,60,120,Eco,1,1/1/14,WN,Cheapseats Airlines Inc.,Maryland,California,10,2,0,No,340,2329,no,-76.64776,39.234099,-118.104332,33.982668
"San Francisco, CA","New York, NY",4,Blue,34,Female,2,2007,6,8,Business travel,0,0,15,Eco,24,1/24/14,OU,Oursin Airlines Inc.,New York,California,17,36,10,No,344,2586,yes,-73.970221,40.718357,-122.383287,37.754645
"Salt Lake City, UT","Casper, WY",3,Blue,80,Female,2,2003,19,9,Personal Travel,0,0,100,Eco Plus,26,1/26/14,OO,Northwest Business Airlines Inc.,Wyoming,Utah,11,0,0,No,59,320,no,-106.360352,42.788611,-111.929515,40.640838
"Providence, RI","Orlando, FL",5,Silver,60,Male,1,2003,0,9,Business travel,0,0,225,Eco,18,1/18/14,B6,OnlyJets Airlines Inc.,Florida,Rhode Island,12,0,0,No,123,1072,no,-81.411184,28.584434,-71.397401,41.776323
"Phoenix, AZ","Tucson, AZ",4,Gold,59,Female,1,2003,3,6,Business travel,0,0,35,Eco,8,3/8/14,OO,Northwest Business Airlines Inc.,Arizona,Arizona,16,0,0,No,27,110,no,-110.946141,32.254891,-111.970041,33.494067
"Salt Lake City, UT","Missoula, MT",2,Blue,76,Male,1,2005,36,7,Business travel,0,0,120,Eco,4,3/4/14,OO,Northwest Business Airlines Inc.,Montana,Utah,6,0,3,No,64,436,no,-114.034222,46.87396,-111.929515,40.640838
"Chicago, IL","Houston, TX",3,Blue,66,Male,1,2006,55,3,Personal Travel,0,0,40,Eco,6,1/6/14,MQ,EnjoyFlying Air Services,Texas,Illinois,11,NA,NA,Yes,NA,925,no,-95.393531,29.784308,-87.895427,41.827126
"Orlando, FL","Columbus, OH",3,Blue,33,Male,1,2007,0,10,Mileage tickets,0,15,0,Eco,24,2/24/14,WN,Cheapseats Airlines Inc.,Ohio,Florida,16,0,0,No,115,802,no,-82.968532,40.021161,-81.411184,28.584434
"Phoenix, AZ","New York, NY",4,Silver,53,Male,1,2003,24,4,Personal Travel,0,0,65,Eco,3,2/3/14,B6,OnlyJets Airlines Inc.,New York,Arizona,18,113,133,No,331,2153,yes,-73.970221,40.718357,-111.970041,33.494067
"Boston, MA","Atlanta, GA",4,Blue,48,Female,1,2010,16,10,Business travel,1,12,50,Eco,5,1/5/14,FL,FlyHere Airways,Georgia,Massachusetts,8,3,0,No,119,946,no,-84.331858,33.824102,-71.140708,42.373132
"New York, NY","Orlando, FL",3,Blue,22,Female,1,2010,27,27,Business travel,1,4,90,Eco,27,1/27/14,AA,Paul Smith Airlines Inc.,Florida,New York,10,0,0,No,119,944,no,-81.411184,28.584434,-73.970221,40.718357
"Houston, TX","Kansas City, MO",4,Silver,46,Male,1,2010,30,9,Business travel,0,60,45,Eco,26,1/26/14,EV,FlyFast Airways Inc.,Missouri,Texas,8,85,77,No,97,643,yes,-94.594897,39.039792,-95.393531,29.784308
"Tampa, FL","Providence, RI",2,Blue,38,Female,1,2012,1,36,Business travel,3,0,30,Eco,12,3/12/14,WN,Cheapseats Airlines Inc.,Rhode Island,Florida,14,0,0,No,172,1136,no,-71.397401,41.776323,-82.513188,28.006247
"Trenton, NJ","Tampa, FL",3,Silver,38,Female,2,2011,23,11,Business travel,2,0,100,Eco,26,3/26/14,F9,GoingNorth Airlines Inc.,Florida,New Jersey,9,5,5,No,133,955,no,-82.513188,28.006247,-74.718158,40.228452
"Chicago, IL","Des Moines, IA",2,Gold,67,Female,1,2009,37,4,Personal Travel,0,25,0,Eco,2,3/2/14,MQ,EnjoyFlying Air Services,Iowa,Illinois,13,8,10,No,54,299,yes,-93.656127,41.619352,-87.895427,41.827126
"Atlanta, GA","Key West, FL",3,Blue,16,Male,1,2005,6,4,Business travel,1,0,15,Eco,3,3/3/14,DL,Sigma Airlines Inc.,Florida,Georgia,14,2,6,No,98,646,yes,-81.751371,24.569654,-84.331858,33.824102
"Richmond, VA","Miami, FL",3,Blue,28,Female,1,2005,29,11,Business travel,2,60,92,Eco,20,3/20/14,MQ,EnjoyFlying Air Services,Florida,Virginia,18,0,0,No,114,825,no,-80.231428,26.175616,-77.487983,37.477942
"Omaha, NE","Phoenix, AZ",4,Gold,48,Female,2,2004,6,9,Business travel,2,0,30,Eco,9,1/9/14,WN,Cheapseats Airlines Inc.,Arizona,Nebraska,18,10,18,No,130,1037,yes,-111.970041,33.494067,-96.034641,41.234859
"Amarillo, TX","Denver, CO",4,Blue,60,Female,1,2006,16,1,Business travel,0,0,60,Eco,5,3/5/14,WN,Cheapseats Airlines Inc.,Colorado,Texas,11,54,61,No,55,359,yes,-104.955096,39.710774,-101.849137,35.197528
"Akron, OH","Chicago, IL",2,Blue,67,Female,2,2007,28,1,Personal Travel,0,90,45,Eco,20,1/20/14,EV,FlyFast Airways Inc.,Illinois,Ohio,8,0,0,No,52,343,no,-87.895427,41.827126,-81.491897,41.066225
"Boston, MA","Portland, OR",3,Blue,17,Female,1,2003,9,59,Mileage tickets,3,0,10,Eco,12,3/12/14,AS,FlyToSun Airlines Inc.,Oregon,Massachusetts,9,0,11,No,297,2537,yes,-122.651087,45.520404,-71.140708,42.373132
"Atlanta, GA","Tulsa, OK",3,Blue,16,Male,1,2006,11,9,Business travel,2,0,85,Eco,28,3/28/14,EV,FlyFast Airways Inc.,Oklahoma,Georgia,10,4,12,No,92,674,yes,-95.901334,36.105449,-84.331858,33.824102
"Buffalo, NY","Chicago, IL",5,Silver,40,Male,2,2009,26,4,Business travel,0,190,90,Eco,2,2/2/14,MQ,EnjoyFlying Air Services,Illinois,New York,21,10,2,No,58,473,no,-87.895427,41.827126,-78.823675,42.92493
"Salt Lake City, UT","Great Falls, MT",4,Blue,65,Female,1,2005,28,1,Business travel,0,30,135,Eco,5,3/5/14,OO,Northwest Business Airlines Inc.,Montana,Utah,6,0,0,No,61,463,no,-111.284285,47.501365,-111.929515,40.640838
"San Francisco, CA","Austin, TX",4,Silver,64,Female,1,2012,17,4,Personal Travel,0,97,25,Eco Plus,6,1/6/14,OU,Oursin Airlines Inc.,Texas,California,7,0,0,No,211,1504,no,-97.761533,30.358514,-122.383287,37.754645
